"scen","rEVPI","delta_t_crit_K_min","delta_t_crit_K_max","delta_t_crit_r_min","delta_t_crit_r_max","k"
"SSP1_2_6",0.0183055738734575,1,2.5,1,2.5,16
"SSP2_4_5",0.0562577967861595,1,2.5,1,2.5,16
"SSP3_7_0",0.0529109721404741,1,2.5,1,2.5,16
"SSP5_8_5",0.0517449777047123,1,2.5,1,2.5,16
"SSP1_1_9",0.0128797392606157,1.15,2.5,1,2.5,16
"SSP1_2_6",0.0112099579009392,1.15,2.5,1,2.5,16
"SSP2_4_5",0.0396046374906802,1.15,2.5,1,2.5,16
"SSP3_7_0",0.0409622620162612,1.15,2.5,1,2.5,16
"SSP5_8_5",0.0389600653566187,1.15,2.5,1,2.5,16
"SSP1_1_9",0.0228404743931942,1,2.5,1,2.5,16
"SSP1_2_6",0.0182336556689761,1,2.5,1,2.5,16
"SSP2_4_5",0.0560311961179162,1,2.5,1,2.5,16
"SSP3_7_0",0.049154365698063,1,2.5,1,2.5,16
"SSP5_8_5",0.0493542615958796,1,2.5,1,2.5,16
"SSP1_1_9",0.00834040431283505,1,2.5,1,2.5,16
"SSP1_2_6",0.00880269356380181,1,2.5,1,2.5,16
"SSP2_4_5",0.0367049279864138,1,2.5,1,2.5,16
"SSP3_7_0",0.0371155748262313,1,2.5,1,2.5,16
"SSP5_8_5",0.035287199141809,1,2.5,1,2.5,16
"SSP1_1_9",0.00844483348824425,1,2.5,1,2.5,16
"SSP1_2_6",0.00874301693861653,1,2.5,1,2.5,16
"SSP2_4_5",0.0325088617504615,1,2.5,1,2.5,16
"SSP3_7_0",0.0314196455273391,1,2.5,1,2.5,16
"SSP5_8_5",0.0308367183210066,1,2.5,1,2.5,16
"SSP1_1_9",0.0136295405575922,1.15,2.35,1,2.5,16
"SSP1_2_6",0.0107907634167214,1.15,2.35,1,2.5,16
"SSP2_4_5",0.0420021810394447,1.15,2.35,1,2.5,16
"SSP3_7_0",0.0395330231119179,1.15,2.35,1,2.5,16
"SSP5_8_5",0.0389769667860727,1.15,2.35,1,2.5,16
"SSP1_1_9",0.00834810112759721,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0104990490312624,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0344237647265199,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0340990111997574,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0330970063873378,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0135604502289697,1,2.5,1,2.5,16
"SSP1_2_6",0.0138459867327634,1,2.5,1,2.5,16
"SSP2_4_5",0.0483540711849067,1,2.5,1,2.5,16
"SSP3_7_0",0.0461918639065019,1,2.5,1,2.5,16
"SSP5_8_5",0.0451664941683573,1,2.5,1,2.5,16
"SSP1_1_9",0.0143752460554185,1,2.5,1,2.35,16
"SSP1_2_6",0.012364499746302,1,2.5,1,2.35,16
"SSP2_4_5",0.0458853428141529,1,2.5,1,2.35,16
"SSP3_7_0",0.0443697723591518,1,2.5,1,2.35,16
"SSP5_8_5",0.0429969250019327,1,2.5,1,2.35,16
"SSP1_1_9",0.0166447955028975,1,2.5,1,2.35,16
"SSP1_2_6",0.0134830511366772,1,2.5,1,2.35,16
"SSP2_4_5",0.0491319599413863,1,2.5,1,2.35,16
"SSP3_7_0",0.045331455198213,1,2.5,1,2.35,16
"SSP5_8_5",0.0452376067287453,1,2.5,1,2.35,16
"SSP1_1_9",0.0224457765674694,1.15,2.5,1,2.5,16
"SSP1_2_6",0.017402364559148,1.15,2.5,1,2.5,16
"SSP2_4_5",0.0412214143349479,1.15,2.5,1,2.5,16
"SSP3_7_0",0.0466231801160314,1.15,2.5,1,2.5,16
"SSP5_8_5",0.0458860667047894,1.15,2.5,1,2.5,16
"SSP1_1_9",0.0138146771429799,1,2.5,1,2.5,16
"SSP1_2_6",0.0187102706369378,1,2.5,1,2.5,16
"SSP2_4_5",0.0521640390964873,1,2.5,1,2.5,16
"SSP3_7_0",0.0511931223903655,1,2.5,1,2.5,16
"SSP5_8_5",0.0490155953034984,1,2.5,1,2.5,16
"SSP1_1_9",0.0185684148872219,1,2.5,1,2.5,16
"SSP1_2_6",0.0175067979840116,1,2.5,1,2.5,16
"SSP2_4_5",0.0531702026322122,1,2.5,1,2.5,16
"SSP3_7_0",0.0513266271028344,1,2.5,1,2.5,16
"SSP5_8_5",0.0505670871489257,1,2.5,1,2.5,16
"SSP1_1_9",0.0246100580667381,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0192651939028774,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0597899218519149,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0546519801131373,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0561696974857092,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0114462437627509,1,2.35,1.15,2.2,16
"SSP1_2_6",0.00900748309117964,1,2.35,1.15,2.2,16
"SSP2_4_5",0.0359248180752581,1,2.35,1.15,2.2,16
"SSP3_7_0",0.0329629269832747,1,2.35,1.15,2.2,16
"SSP5_8_5",0.0328162237836706,1,2.35,1.15,2.2,16
"SSP1_1_9",0.0244950265426184,1.15,2.5,1,2.5,16
"SSP1_2_6",0.020365586141545,1.15,2.5,1,2.5,16
"SSP2_4_5",0.0424538056844251,1.15,2.5,1,2.5,16
"SSP3_7_0",0.0490410221307768,1.15,2.5,1,2.5,16
"SSP5_8_5",0.0488804344269986,1.15,2.5,1,2.5,16
"SSP1_1_9",0.0150552769901838,1,2.5,1,2.5,16
"SSP1_2_6",0.013353316651142,1,2.5,1,2.5,16
"SSP2_4_5",0.0461422796986037,1,2.5,1,2.5,16
"SSP3_7_0",0.0447588840559157,1,2.5,1,2.5,16
"SSP5_8_5",0.0439211769277097,1,2.5,1,2.5,16
"SSP1_1_9",0.0198539935953417,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0175169174018316,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0555098011031923,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0492598657341015,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0494272436633104,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0191067453899394,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0173729675294479,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0574742001197697,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0556254268171651,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0546724787283258,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0250141853147363,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0233099106794163,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0700754166989345,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0628945669821935,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0614911773297311,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0198973424541776,1,2.35,1,2.5,16
"SSP1_2_6",0.0200072835205924,1,2.35,1,2.5,16
"SSP2_4_5",0.0580988472352665,1,2.35,1,2.5,16
"SSP3_7_0",0.0555720438712808,1,2.35,1,2.5,16
"SSP5_8_5",0.0559561744496513,1,2.35,1,2.5,16
"SSP1_1_9",0.0154132171768158,1.15,2.5,1,2.5,16
"SSP1_2_6",0.0144886551149401,1.15,2.5,1,2.5,16
"SSP2_4_5",0.0309300182504873,1.15,2.5,1,2.5,16
"SSP3_7_0",0.0390869759569449,1.15,2.5,1,2.5,16
"SSP5_8_5",0.0375709115560557,1.15,2.5,1,2.5,16
"SSP1_1_9",0.0127444635478521,1.15,2.35,1,2.5,16
"SSP1_2_6",0.0107464868112997,1.15,2.35,1,2.5,16
"SSP2_4_5",0.0391864367952828,1.15,2.35,1,2.5,16
"SSP3_7_0",0.0398414867797987,1.15,2.35,1,2.5,16
"SSP5_8_5",0.0386937240365169,1.15,2.35,1,2.5,16
"SSP1_1_9",0.0181310319812767,1,2.35,1,2.35,16
"SSP1_2_6",0.0192487798824303,1,2.35,1,2.35,16
"SSP2_4_5",0.0585037495315274,1,2.35,1,2.35,16
"SSP3_7_0",0.0539185398060667,1,2.35,1,2.35,16
"SSP5_8_5",0.0538628837987342,1,2.35,1,2.35,16
"SSP1_1_9",0.0100121123124763,1,2.35,1.15,2.5,16
"SSP1_2_6",0.0110735745950331,1,2.35,1.15,2.5,16
"SSP2_4_5",0.0395849333043353,1,2.35,1.15,2.5,16
"SSP3_7_0",0.0399271428578239,1,2.35,1.15,2.5,16
"SSP5_8_5",0.0381031602877178,1,2.35,1.15,2.5,16
"SSP1_1_9",0.0143017026899909,1,2.5,1,2.35,16
"SSP1_2_6",0.0176698349291889,1,2.5,1,2.35,16
"SSP2_4_5",0.0545067712236483,1,2.5,1,2.35,16
"SSP3_7_0",0.0543261045430407,1,2.5,1,2.35,16
"SSP5_8_5",0.0522269334893087,1,2.5,1,2.35,16
"SSP1_1_9",0.0200087433413806,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0203448378828326,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0609020982295638,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0571223910806246,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0570466535719228,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0202704521182786,1,2.5,1,2.5,16
"SSP1_2_6",0.0176300104834226,1,2.5,1,2.5,16
"SSP2_4_5",0.060628893932426,1,2.5,1,2.5,16
"SSP3_7_0",0.0556721026308425,1,2.5,1,2.5,16
"SSP5_8_5",0.0542456548837089,1,2.5,1,2.5,16
"SSP1_1_9",0.0185084965573234,1,2.5,1,2.35,16
"SSP1_2_6",0.0150123366318058,1,2.5,1,2.35,16
"SSP2_4_5",0.0502510017255615,1,2.5,1,2.35,16
"SSP3_7_0",0.045046801332995,1,2.5,1,2.35,16
"SSP5_8_5",0.0459307412184526,1,2.5,1,2.35,16
"SSP1_1_9",0.0163148603091568,1,2.5,1,2.5,16
"SSP1_2_6",0.014961965159044,1,2.5,1,2.5,16
"SSP2_4_5",0.0562506288682473,1,2.5,1,2.5,16
"SSP3_7_0",0.052635263802405,1,2.5,1,2.5,16
"SSP5_8_5",0.0513378261861238,1,2.5,1,2.5,16
"SSP1_1_9",0.0175988247891321,1,2.35,1,2.35,16
"SSP1_2_6",0.0187497627633615,1,2.35,1,2.35,16
"SSP2_4_5",0.0609870435432064,1,2.35,1,2.35,16
"SSP3_7_0",0.0533775377986481,1,2.35,1,2.35,16
"SSP5_8_5",0.0521536111311594,1,2.35,1,2.35,16
"SSP1_1_9",0.0145681459556513,1,2.35,1,2.5,16
"SSP1_2_6",0.0156036417615245,1,2.35,1,2.5,16
"SSP2_4_5",0.0482521148307238,1,2.35,1,2.5,16
"SSP3_7_0",0.0451684205489679,1,2.35,1,2.5,16
"SSP5_8_5",0.0441887902745199,1,2.35,1,2.5,16
"SSP1_1_9",0.0154259981779542,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0154706473185271,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0493380982241213,1,2.5,1.15,2.5,16
"SSP3_7_0",0.048468310577334,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0471529731681816,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0174755968848171,1,2.35,1,2.35,16
"SSP1_2_6",0.0173057822833067,1,2.35,1,2.35,16
"SSP2_4_5",0.0581115891996025,1,2.35,1,2.35,16
"SSP3_7_0",0.053071002221899,1,2.35,1,2.35,16
"SSP5_8_5",0.0526031300395092,1,2.35,1,2.35,16
"SSP1_1_9",0.0176572806949147,1,2.5,1.45,2.5,16
"SSP1_2_6",0.0160505353471361,1,2.5,1.45,2.5,16
"SSP2_4_5",0.0520817426983911,1,2.5,1.45,2.5,16
"SSP3_7_0",0.0474040405353379,1,2.5,1.45,2.5,16
"SSP5_8_5",0.0462300822366406,1,2.5,1.45,2.5,16
"SSP1_1_9",0.0225599314385255,1,2.5,1,2.5,16
"SSP1_2_6",0.017735707198393,1,2.5,1,2.5,16
"SSP2_4_5",0.0490968836632565,1,2.5,1,2.5,16
"SSP3_7_0",0.0476911344404906,1,2.5,1,2.5,16
"SSP5_8_5",0.0463174437520344,1,2.5,1,2.5,16
"SSP1_1_9",0.0168611390957947,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0171900025580474,1,2.5,1.15,2.5,16
"SSP2_4_5",0.055336314128491,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0528416498171219,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0526557664545796,1,2.5,1.15,2.5,16
"SSP1_1_9",0.016395101576842,1,2.5,1,2.5,16
"SSP1_2_6",0.0133777584592435,1,2.5,1,2.5,16
"SSP2_4_5",0.0513051551750629,1,2.5,1,2.5,16
"SSP3_7_0",0.0500825266701135,1,2.5,1,2.5,16
"SSP5_8_5",0.0487614295197996,1,2.5,1,2.5,16
"SSP1_1_9",0.0166689725153492,1,2.5,1.15,2.35,16
"SSP1_2_6",0.0180658942419864,1,2.5,1.15,2.35,16
"SSP2_4_5",0.0580104413941822,1,2.5,1.15,2.35,16
"SSP3_7_0",0.0536377142478148,1,2.5,1.15,2.35,16
"SSP5_8_5",0.0517531528040716,1,2.5,1.15,2.35,16
"SSP1_1_9",0.0187097522743217,1,2.35,1,2.5,16
"SSP1_2_6",0.0148396254169092,1,2.35,1,2.5,16
"SSP2_4_5",0.0538787922981002,1,2.35,1,2.5,16
"SSP3_7_0",0.0503507034042063,1,2.35,1,2.5,16
"SSP5_8_5",0.0503296339213491,1,2.35,1,2.5,16
"SSP1_1_9",0.019357345001126,1,2.5,1,2.5,16
"SSP1_2_6",0.0158507135426926,1,2.5,1,2.5,16
"SSP2_4_5",0.0442950848879127,1,2.5,1,2.5,16
"SSP3_7_0",0.0450702203952556,1,2.5,1,2.5,16
"SSP5_8_5",0.0438299516121985,1,2.5,1,2.5,16
"SSP1_1_9",0.0118750505807917,1,2.5,1,2.5,16
"SSP1_2_6",0.0137574688078955,1,2.5,1,2.5,16
"SSP2_4_5",0.0404720902791543,1,2.5,1,2.5,16
"SSP3_7_0",0.0405149524700172,1,2.5,1,2.5,16
"SSP5_8_5",0.0391500630493542,1,2.5,1,2.5,16
"SSP1_1_9",0.0172746820398673,1,2.5,1,2.5,16
"SSP1_2_6",0.0168259185154885,1,2.5,1,2.5,16
"SSP2_4_5",0.0542838829422867,1,2.5,1,2.5,16
"SSP3_7_0",0.0497474241806267,1,2.5,1,2.5,16
"SSP5_8_5",0.0490646604997257,1,2.5,1,2.5,16
"SSP1_1_9",0.0222152008186538,1.15,2.5,1,2.5,16
"SSP1_2_6",0.0169371673292787,1.15,2.5,1,2.5,16
"SSP2_4_5",0.0488265966538994,1.15,2.5,1,2.5,16
"SSP3_7_0",0.0494603846323473,1.15,2.5,1,2.5,16
"SSP5_8_5",0.0477287607505143,1.15,2.5,1,2.5,16
"SSP1_1_9",0.0192285854548741,1,2.5,1,2.5,16
"SSP1_2_6",0.0170333487197957,1,2.5,1,2.5,16
"SSP2_4_5",0.0591380462403984,1,2.5,1,2.5,16
"SSP3_7_0",0.0556245744840181,1,2.5,1,2.5,16
"SSP5_8_5",0.0549929090180029,1,2.5,1,2.5,16
"SSP1_1_9",0.0160137911337007,1,2.35,1,2.5,16
"SSP1_2_6",0.0155018317080533,1,2.35,1,2.5,16
"SSP2_4_5",0.0502648367029882,1,2.35,1,2.5,16
"SSP3_7_0",0.0459036767160202,1,2.35,1,2.5,16
"SSP5_8_5",0.0461078685568686,1,2.35,1,2.5,16
"SSP1_1_9",0.0123547319903205,1,2.5,1,2.2,16
"SSP1_2_6",0.0149128238552184,1,2.5,1,2.2,16
"SSP2_4_5",0.0457017882692509,1,2.5,1,2.2,16
"SSP3_7_0",0.0441434892905105,1,2.5,1,2.2,16
"SSP5_8_5",0.0429087875985642,1,2.5,1,2.2,16
"SSP1_1_9",0.0130232264693647,1,2.35,1,2.5,16
"SSP1_2_6",0.0150075337679316,1,2.35,1,2.5,16
"SSP2_4_5",0.0440993574886379,1,2.35,1,2.5,16
"SSP3_7_0",0.0433069100750567,1,2.35,1,2.5,16
"SSP5_8_5",0.042625809585204,1,2.35,1,2.5,16
"SSP1_1_9",0.0124115460950153,1,2.5,1,2.2,16
"SSP1_2_6",0.0130887706780879,1,2.5,1,2.2,16
"SSP2_4_5",0.0457534310748447,1,2.5,1,2.2,16
"SSP3_7_0",0.0430672549510277,1,2.5,1,2.2,16
"SSP5_8_5",0.0423368416579309,1,2.5,1,2.2,16
"SSP1_1_9",0.0183165836710346,1.15,2.5,1,2.35,16
"SSP1_2_6",0.0141747808563972,1.15,2.5,1,2.35,16
"SSP2_4_5",0.0524572960934126,1.15,2.5,1,2.35,16
"SSP3_7_0",0.0497735335887703,1.15,2.5,1,2.35,16
"SSP5_8_5",0.0489072331671968,1.15,2.5,1,2.35,16
"SSP1_1_9",0.0216824972663456,1,2.5,1,2.5,16
"SSP1_2_6",0.0201865111423546,1,2.5,1,2.5,16
"SSP2_4_5",0.0579673649123499,1,2.5,1,2.5,16
"SSP3_7_0",0.0527444579928367,1,2.5,1,2.5,16
"SSP5_8_5",0.0515598432173989,1,2.5,1,2.5,16
"SSP1_1_9",0.020258089494551,1,2.5,1,2.5,16
"SSP1_2_6",0.0211893920117504,1,2.5,1,2.5,16
"SSP2_4_5",0.0590207937385999,1,2.5,1,2.5,16
"SSP3_7_0",0.0554100012001691,1,2.5,1,2.5,16
"SSP5_8_5",0.0559367607426119,1,2.5,1,2.5,16
"SSP1_1_9",0.0200519822339234,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0159751935765572,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0525454359952537,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0485209353007624,1,2.5,1.15,2.5,16
"SSP5_8_5",0.047963442434113,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0129388807138777,1,2.5,1,2.5,16
"SSP1_2_6",0.0130596246623274,1,2.5,1,2.5,16
"SSP2_4_5",0.0491235719053068,1,2.5,1,2.5,16
"SSP3_7_0",0.0471791456312203,1,2.5,1,2.5,16
"SSP5_8_5",0.0465541653816659,1,2.5,1,2.5,16
"SSP1_1_9",0.0165154163506478,1,2.5,1.15,2.35,16
"SSP1_2_6",0.0138932688919468,1,2.5,1.15,2.35,16
"SSP2_4_5",0.0430654830304658,1,2.5,1.15,2.35,16
"SSP3_7_0",0.0441790633068669,1,2.5,1.15,2.35,16
"SSP5_8_5",0.043203423190247,1,2.5,1.15,2.35,16
"SSP1_1_9",0.0178902365988436,1,2.5,1,2.5,16
"SSP1_2_6",0.0171922774703717,1,2.5,1,2.5,16
"SSP2_4_5",0.0553680842039951,1,2.5,1,2.5,16
"SSP3_7_0",0.0523891906364608,1,2.5,1,2.5,16
"SSP5_8_5",0.0523614806243993,1,2.5,1,2.5,16
"SSP1_1_9",0.0145456666760137,1,2.35,1,2.35,16
"SSP1_2_6",0.0171909424572042,1,2.35,1,2.35,16
"SSP2_4_5",0.0499438018295184,1,2.35,1,2.35,16
"SSP3_7_0",0.047451040566674,1,2.35,1,2.35,16
"SSP5_8_5",0.0471765651005131,1,2.35,1,2.35,16
"SSP1_1_9",0.0162661388568855,1,2.35,1,2.35,16
"SSP1_2_6",0.0192261945091823,1,2.35,1,2.35,16
"SSP2_4_5",0.0585440912151854,1,2.35,1,2.35,16
"SSP3_7_0",0.0558600996328083,1,2.35,1,2.35,16
"SSP5_8_5",0.0540922256712613,1,2.35,1,2.35,16
"SSP1_1_9",0.011726238783068,1,2.35,1,2.5,16
"SSP1_2_6",0.0154965482458135,1,2.35,1,2.5,16
"SSP2_4_5",0.0438595127538884,1,2.35,1,2.5,16
"SSP3_7_0",0.043358566613212,1,2.35,1,2.5,16
"SSP5_8_5",0.0427226479313609,1,2.35,1,2.5,16
"SSP1_1_9",0.0178457942007087,1,2.5,1.15,2.35,16
"SSP1_2_6",0.0163622954075437,1,2.5,1.15,2.35,16
"SSP2_4_5",0.0551845463135788,1,2.5,1.15,2.35,16
"SSP3_7_0",0.0498496534467428,1,2.5,1.15,2.35,16
"SSP5_8_5",0.0491963200476935,1,2.5,1.15,2.35,16
"SSP1_1_9",0.015976360607901,1,2.5,1,2.5,16
"SSP1_2_6",0.0155501290603134,1,2.5,1,2.5,16
"SSP2_4_5",0.0518705881742974,1,2.5,1,2.5,16
"SSP3_7_0",0.0483356202162232,1,2.5,1,2.5,16
"SSP5_8_5",0.0471347847465605,1,2.5,1,2.5,16
"SSP1_1_9",0.0171614232963673,1.15,2.5,1.15,2.2,16
"SSP1_2_6",0.0131183616722943,1.15,2.5,1.15,2.2,16
"SSP2_4_5",0.0508982496872644,1.15,2.5,1.15,2.2,16
"SSP3_7_0",0.0469066378927805,1.15,2.5,1.15,2.2,16
"SSP5_8_5",0.0464927736949485,1.15,2.5,1.15,2.2,16
"SSP1_1_9",0.0175150305010037,1,2.5,1,2.5,16
"SSP1_2_6",0.0194013075249502,1,2.5,1,2.5,16
"SSP2_4_5",0.0572128205831883,1,2.5,1,2.5,16
"SSP3_7_0",0.0542191236756264,1,2.5,1,2.5,16
"SSP5_8_5",0.0528830302164528,1,2.5,1,2.5,16
"SSP1_1_9",0.0154079466605087,1,2.35,1,2.5,16
"SSP1_2_6",0.0131456363921296,1,2.35,1,2.5,16
"SSP2_4_5",0.0478720825577261,1,2.35,1,2.5,16
"SSP3_7_0",0.0454625993345996,1,2.35,1,2.5,16
"SSP5_8_5",0.0451674295930289,1,2.35,1,2.5,16
"SSP1_1_9",0.0231958803277664,1.15,2.5,1,2.5,16
"SSP1_2_6",0.0182595913863846,1.15,2.5,1,2.5,16
"SSP2_4_5",0.0484145986527859,1.15,2.5,1,2.5,16
"SSP3_7_0",0.0475262251194883,1.15,2.5,1,2.5,16
"SSP5_8_5",0.0457270278119667,1.15,2.5,1,2.5,16
"SSP1_1_9",0.012674210696935,1,2.5,1,2.5,16
"SSP1_2_6",0.013155707063007,1,2.5,1,2.5,16
"SSP2_4_5",0.0490518005945431,1,2.5,1,2.5,16
"SSP3_7_0",0.0480631796936888,1,2.5,1,2.5,16
"SSP5_8_5",0.0463499375011357,1,2.5,1,2.5,16
"SSP1_1_9",0.0116570925888783,1,2.5,1,2.5,16
"SSP1_2_6",0.0150371845290695,1,2.5,1,2.5,16
"SSP2_4_5",0.0415297295986355,1,2.5,1,2.5,16
"SSP3_7_0",0.0393311386080746,1,2.5,1,2.5,16
"SSP5_8_5",0.03839925673241,1,2.5,1,2.5,16
"SSP1_1_9",0.018013296887096,1,2.5,1,2.5,16
"SSP1_2_6",0.0173000485019316,1,2.5,1,2.5,16
"SSP2_4_5",0.0586628588274476,1,2.5,1,2.5,16
"SSP3_7_0",0.0547742956683392,1,2.5,1,2.5,16
"SSP5_8_5",0.052850990557216,1,2.5,1,2.5,16
"SSP1_1_9",0.0218536425424787,1,2.5,1,2.35,16
"SSP1_2_6",0.0226330560294937,1,2.5,1,2.35,16
"SSP2_4_5",0.0707494236365642,1,2.5,1,2.35,16
"SSP3_7_0",0.0648570816709197,1,2.5,1,2.35,16
"SSP5_8_5",0.0624773756154245,1,2.5,1,2.35,16
"SSP1_1_9",0.0200000489952539,1,2.5,1,2.5,16
"SSP1_2_6",0.0184548770236003,1,2.5,1,2.5,16
"SSP2_4_5",0.057217545183512,1,2.5,1,2.5,16
"SSP3_7_0",0.0528047361996119,1,2.5,1,2.5,16
"SSP5_8_5",0.0524754857046541,1,2.5,1,2.5,16
"SSP1_1_9",0.0154953538972444,1,2.5,1,2.5,16
"SSP1_2_6",0.0145649862270893,1,2.5,1,2.5,16
"SSP2_4_5",0.0467413840094626,1,2.5,1,2.5,16
"SSP3_7_0",0.0458926846812799,1,2.5,1,2.5,16
"SSP5_8_5",0.0455042478716124,1,2.5,1,2.5,16
"SSP1_1_9",0.0212723502797942,1,2.5,1,2.35,16
"SSP1_2_6",0.0167505311044765,1,2.5,1,2.35,16
"SSP2_4_5",0.0577582936630483,1,2.5,1,2.35,16
"SSP3_7_0",0.0548257295787069,1,2.5,1,2.35,16
"SSP5_8_5",0.0539169819413113,1,2.5,1,2.35,16
"SSP1_1_9",0.018398029307833,1,2.5,1,2.5,16
"SSP1_2_6",0.0179175186807744,1,2.5,1,2.5,16
"SSP2_4_5",0.0548622909647131,1,2.5,1,2.5,16
"SSP3_7_0",0.0538885873176084,1,2.5,1,2.5,16
"SSP5_8_5",0.0525136545714949,1,2.5,1,2.5,16
"SSP1_1_9",0.0210086484975594,1,2.5,1,2.35,16
"SSP1_2_6",0.0210134094494612,1,2.5,1,2.35,16
"SSP2_4_5",0.0650492185881706,1,2.5,1,2.35,16
"SSP3_7_0",0.0599764633095643,1,2.5,1,2.35,16
"SSP5_8_5",0.0586825772151668,1,2.5,1,2.35,16
"SSP1_1_9",0.0240865389471607,1,2.5,1,2.5,16
"SSP1_2_6",0.0200557766895925,1,2.5,1,2.5,16
"SSP2_4_5",0.0480931972684387,1,2.5,1,2.5,16
"SSP3_7_0",0.0543404934247796,1,2.5,1,2.5,16
"SSP5_8_5",0.0531406061831392,1,2.5,1,2.5,16
"SSP1_1_9",0.0182913864528808,1,2.5,1,2.5,16
"SSP1_2_6",0.0158064388671281,1,2.5,1,2.5,16
"SSP2_4_5",0.0499490693795928,1,2.5,1,2.5,16
"SSP3_7_0",0.0474408175745448,1,2.5,1,2.5,16
"SSP5_8_5",0.0475483505621589,1,2.5,1,2.5,16
"SSP1_1_9",0.0210803619942702,1,2.5,1,2.5,16
"SSP1_2_6",0.016128844253563,1,2.5,1,2.5,16
"SSP2_4_5",0.0417744191310232,1,2.5,1,2.5,16
"SSP3_7_0",0.0416732970691093,1,2.5,1,2.5,16
"SSP5_8_5",0.0415238091357636,1,2.5,1,2.5,16
"SSP1_1_9",0.0184854810423545,1,2.35,1,2.5,16
"SSP1_2_6",0.0159271171998687,1,2.35,1,2.5,16
"SSP2_4_5",0.0555737007079722,1,2.35,1,2.5,16
"SSP3_7_0",0.0500924525381896,1,2.35,1,2.5,16
"SSP5_8_5",0.0492137503065819,1,2.35,1,2.5,16
"SSP1_1_9",0.0158424881209126,1.15,2.5,1,2.5,16
"SSP1_2_6",0.0132205189103472,1.15,2.5,1,2.5,16
"SSP2_4_5",0.046380649622231,1.15,2.5,1,2.5,16
"SSP3_7_0",0.04597149943966,1.15,2.5,1,2.5,16
"SSP5_8_5",0.045527865257149,1.15,2.5,1,2.5,16
"SSP1_1_9",0.012258742119703,1,2.5,1,2.5,16
"SSP1_2_6",0.014525276517689,1,2.5,1,2.5,16
"SSP2_4_5",0.0456540526094715,1,2.5,1,2.5,16
"SSP3_7_0",0.0421647032597406,1,2.5,1,2.5,16
"SSP5_8_5",0.0415982085794771,1,2.5,1,2.5,16
"SSP1_1_9",0.0146692207775226,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0134926701707835,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0444394217544536,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0434822610834607,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0433434468839198,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0137729387438177,1,2.5,1,2.5,16
"SSP1_2_6",0.0119698369022155,1,2.5,1,2.5,16
"SSP2_4_5",0.0480356945412027,1,2.5,1,2.5,16
"SSP3_7_0",0.0467980913717175,1,2.5,1,2.5,16
"SSP5_8_5",0.0452409770762688,1,2.5,1,2.5,16
"SSP1_1_9",0.0122680089647817,1,2.35,1,2.5,16
"SSP1_2_6",0.0130945971128149,1,2.35,1,2.5,16
"SSP2_4_5",0.0463139963784478,1,2.35,1,2.5,16
"SSP3_7_0",0.0458312210664845,1,2.35,1,2.5,16
"SSP5_8_5",0.0440899313838088,1,2.35,1,2.5,16
"SSP1_1_9",0.00905413166973591,1,2.5,1,2.35,16
