"scen","rEVPI","delta_t_crit_K_min","delta_t_crit_K_max","delta_t_crit_r_min","delta_t_crit_r_max","k"
"SSP1_2_6",0.0133566215290135,1,2.5,1,2.35,16
"SSP2_4_5",0.0421520624750452,1,2.5,1,2.35,16
"SSP3_7_0",0.0424836561910755,1,2.5,1,2.35,16
"SSP5_8_5",0.0404865811140409,1,2.5,1,2.35,16
"SSP1_1_9",0.0207850473379786,1,2.5,1,2.5,16
"SSP1_2_6",0.0174831278985592,1,2.5,1,2.5,16
"SSP2_4_5",0.0560221927130781,1,2.5,1,2.5,16
"SSP3_7_0",0.0522137841013679,1,2.5,1,2.5,16
"SSP5_8_5",0.0519831530800156,1,2.5,1,2.5,16
"SSP1_1_9",0.0164393308720921,1,2.5,1,2.5,16
"SSP1_2_6",0.0144333262606989,1,2.5,1,2.5,16
"SSP2_4_5",0.0485876668066793,1,2.5,1,2.5,16
"SSP3_7_0",0.0466379160955901,1,2.5,1,2.5,16
"SSP5_8_5",0.0462634237672958,1,2.5,1,2.5,16
"SSP1_1_9",0.0185688386632328,1,2.35,1.15,2.5,16
"SSP1_2_6",0.0171905127606246,1,2.35,1.15,2.5,16
"SSP2_4_5",0.0554415498423118,1,2.35,1.15,2.5,16
"SSP3_7_0",0.0520081963376841,1,2.35,1.15,2.5,16
"SSP5_8_5",0.051131363018251,1,2.35,1.15,2.5,16
"SSP1_1_9",0.0140046633688948,1,2.5,1,2.5,16
"SSP1_2_6",0.0112022930001556,1,2.5,1,2.5,16
"SSP2_4_5",0.033763645508086,1,2.5,1,2.5,16
"SSP3_7_0",0.0406963328496776,1,2.5,1,2.5,16
"SSP5_8_5",0.0380735616136183,1,2.5,1,2.5,16
"SSP1_1_9",0.0164902734859192,1,2.35,1,2.5,16
"SSP1_2_6",0.0131732841049613,1,2.35,1,2.5,16
"SSP2_4_5",0.0479847868413374,1,2.35,1,2.5,16
"SSP3_7_0",0.0429101532363757,1,2.35,1,2.5,16
"SSP5_8_5",0.0428028614770745,1,2.35,1,2.5,16
"SSP1_1_9",0.0228629235560456,1,2.5,1,2.35,16
"SSP1_2_6",0.0190981438118303,1,2.5,1,2.35,16
"SSP2_4_5",0.0636200075135302,1,2.5,1,2.35,16
"SSP3_7_0",0.0572017938994601,1,2.5,1,2.35,16
"SSP5_8_5",0.0572802484993685,1,2.5,1,2.35,16
"SSP1_1_9",0.0180279789186181,1,2.35,1,2.5,16
"SSP1_2_6",0.0179254038849571,1,2.35,1,2.5,16
"SSP2_4_5",0.0578223241897621,1,2.35,1,2.5,16
"SSP3_7_0",0.0550170697108919,1,2.35,1,2.5,16
"SSP5_8_5",0.0533229237862117,1,2.35,1,2.5,16
"SSP1_1_9",0.0177942427721494,1,2.5,1,2.5,16
"SSP1_2_6",0.0208538250089303,1,2.5,1,2.5,16
"SSP2_4_5",0.0596943101964749,1,2.5,1,2.5,16
"SSP3_7_0",0.0578494873537475,1,2.5,1,2.5,16
"SSP5_8_5",0.0570747132035576,1,2.5,1,2.5,16
"SSP1_1_9",0.0191582039706842,1,2.5,1,2.5,16
"SSP1_2_6",0.0198649307439112,1,2.5,1,2.5,16
"SSP2_4_5",0.0643118337522322,1,2.5,1,2.5,16
"SSP3_7_0",0.0596312281728471,1,2.5,1,2.5,16
"SSP5_8_5",0.0584011345518948,1,2.5,1,2.5,16
"SSP1_1_9",0.0170907803689481,1,2.5,1,2.5,16
"SSP1_2_6",0.0153222589668954,1,2.5,1,2.5,16
"SSP2_4_5",0.0531122409863482,1,2.5,1,2.5,16
"SSP3_7_0",0.0505668971256756,1,2.5,1,2.5,16
"SSP5_8_5",0.0497070152359448,1,2.5,1,2.5,16
"SSP1_1_9",0.0144065394477114,1,2.5,1,2.5,16
"SSP1_2_6",0.0137061319263519,1,2.5,1,2.5,16
"SSP2_4_5",0.0453219431291428,1,2.5,1,2.5,16
"SSP3_7_0",0.0448144328832526,1,2.5,1,2.5,16
"SSP5_8_5",0.044987039551848,1,2.5,1,2.5,16
"SSP1_1_9",0.00983438542504005,1,2.2,1,2.5,16
"SSP1_2_6",0.0145213185239567,1,2.2,1,2.5,16
"SSP2_4_5",0.0381186639426304,1,2.2,1,2.5,16
"SSP3_7_0",0.0361709912234459,1,2.2,1,2.5,16
"SSP5_8_5",0.0352257979338599,1,2.2,1,2.5,16
"SSP1_1_9",0.0173968338165377,1,2.5,1,2.5,16
"SSP1_2_6",0.0189896995250022,1,2.5,1,2.5,16
"SSP2_4_5",0.0574911491230137,1,2.5,1,2.5,16
"SSP3_7_0",0.0559071148665892,1,2.5,1,2.5,16
"SSP5_8_5",0.0541041187437752,1,2.5,1,2.5,16
"SSP1_1_9",0.0244738290197967,1.15,2.5,1.15,2.5,16
"SSP1_2_6",0.0180266968875787,1.15,2.5,1.15,2.5,16
"SSP2_4_5",0.0569052682133615,1.15,2.5,1.15,2.5,16
"SSP3_7_0",0.0501040538090933,1.15,2.5,1.15,2.5,16
"SSP5_8_5",0.0503014140971403,1.15,2.5,1.15,2.5,16
"SSP1_1_9",0.0215504740917969,1,2.5,1,2.5,16
"SSP1_2_6",0.0201711573728781,1,2.5,1,2.5,16
"SSP2_4_5",0.0598074590160415,1,2.5,1,2.5,16
"SSP3_7_0",0.0572850778618128,1,2.5,1,2.5,16
"SSP5_8_5",0.0575392035296993,1,2.5,1,2.5,16
"SSP1_1_9",0.0166624535797384,1,2.5,1,2.5,16
"SSP1_2_6",0.0156958412868615,1,2.5,1,2.5,16
"SSP2_4_5",0.0534794233229974,1,2.5,1,2.5,16
"SSP3_7_0",0.0519656658889647,1,2.5,1,2.5,16
"SSP5_8_5",0.0501806730969741,1,2.5,1,2.5,16
"SSP1_1_9",0.0205524401683328,1,2.5,1,2.5,16
"SSP1_2_6",0.0210052753424703,1,2.5,1,2.5,16
"SSP2_4_5",0.0624829546346572,1,2.5,1,2.5,16
"SSP3_7_0",0.0602493739251468,1,2.5,1,2.5,16
"SSP5_8_5",0.0590529154426096,1,2.5,1,2.5,16
"SSP1_1_9",0.0125647145180712,1,2.5,1,2.5,16
"SSP1_2_6",0.017690906141045,1,2.5,1,2.5,16
"SSP2_4_5",0.0499053694241129,1,2.5,1,2.5,16
"SSP3_7_0",0.0483706678916227,1,2.5,1,2.5,16
"SSP5_8_5",0.0466352478355594,1,2.5,1,2.5,16
"SSP1_1_9",0.0209506392966701,1,2.5,1,2.5,16
"SSP1_2_6",0.0201450440451535,1,2.5,1,2.5,16
"SSP2_4_5",0.0618332804802897,1,2.5,1,2.5,16
"SSP3_7_0",0.0571039562482466,1,2.5,1,2.5,16
"SSP5_8_5",0.0572625778231126,1,2.5,1,2.5,16
"SSP1_1_9",0.0150083362357056,1,2.35,1.3,2.5,16
"SSP1_2_6",0.0139278469248764,1,2.35,1.3,2.5,16
"SSP2_4_5",0.0467164858675259,1,2.35,1.3,2.5,16
"SSP3_7_0",0.0421345184172147,1,2.35,1.3,2.5,16
"SSP5_8_5",0.0412684504679257,1,2.35,1.3,2.5,16
"SSP1_1_9",0.0150850493097978,1,2.5,1,2.5,16
"SSP1_2_6",0.0142737962530396,1,2.5,1,2.5,16
"SSP2_4_5",0.0469908017938941,1,2.5,1,2.5,16
"SSP3_7_0",0.0448120232134821,1,2.5,1,2.5,16
"SSP5_8_5",0.0435611010845685,1,2.5,1,2.5,16
"SSP1_1_9",0.0155772409033479,1,2.5,1,2.35,16
"SSP1_2_6",0.0155805615361993,1,2.5,1,2.35,16
"SSP2_4_5",0.0482523192107053,1,2.5,1,2.35,16
"SSP3_7_0",0.0456200782144791,1,2.5,1,2.35,16
"SSP5_8_5",0.0450540733853417,1,2.5,1,2.35,16
"SSP1_1_9",0.0203892624213825,1,2.5,1,2.5,16
"SSP1_2_6",0.0158457563302767,1,2.5,1,2.5,16
"SSP2_4_5",0.0447434877345127,1,2.5,1,2.5,16
"SSP3_7_0",0.0469217932820451,1,2.5,1,2.5,16
"SSP5_8_5",0.0463264428310283,1,2.5,1,2.5,16
"SSP1_1_9",0.0195975329042931,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0168161740130709,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0533291393647531,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0505135049704167,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0505188795698684,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0132055921924757,1,2.5,1,2.5,16
"SSP1_2_6",0.0119400994299849,1,2.5,1,2.5,16
"SSP2_4_5",0.0403614517866232,1,2.5,1,2.5,16
"SSP3_7_0",0.0457432534102802,1,2.5,1,2.5,16
"SSP5_8_5",0.0444980584970133,1,2.5,1,2.5,16
"SSP1_1_9",0.0205449059829917,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0176841562953069,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0529948514024971,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0513952718094886,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0508571091779566,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0180991917351355,1.3,2.5,1,2.35,16
"SSP1_2_6",0.0135223510315745,1.3,2.5,1,2.35,16
"SSP2_4_5",0.0449287262342894,1.3,2.5,1,2.35,16
"SSP3_7_0",0.0448024253116183,1.3,2.5,1,2.35,16
"SSP5_8_5",0.0446241858451884,1.3,2.5,1,2.35,16
"SSP1_1_9",0.0208898823696716,1,2.5,1.15,2.35,16
"SSP1_2_6",0.0185237191408336,1,2.5,1.15,2.35,16
"SSP2_4_5",0.0614955600908013,1,2.5,1.15,2.35,16
"SSP3_7_0",0.056811839570943,1,2.5,1.15,2.35,16
"SSP5_8_5",0.0555610343321487,1,2.5,1.15,2.35,16
"SSP1_1_9",0.0169909202509824,1,2.5,1,2.5,16
"SSP1_2_6",0.0163932704642489,1,2.5,1,2.5,16
"SSP2_4_5",0.0548653015098031,1,2.5,1,2.5,16
"SSP3_7_0",0.0527121511906474,1,2.5,1,2.5,16
"SSP5_8_5",0.0520536035350125,1,2.5,1,2.5,16
"SSP1_1_9",0.0199473716998557,1,2.5,1,2.5,16
"SSP1_2_6",0.0166363486914109,1,2.5,1,2.5,16
"SSP2_4_5",0.0564305326882042,1,2.5,1,2.5,16
"SSP3_7_0",0.0533357219492343,1,2.5,1,2.5,16
"SSP5_8_5",0.0537710815637633,1,2.5,1,2.5,16
"SSP1_1_9",0.0173207526729935,1,2.5,1,2.5,16
"SSP1_2_6",0.0140066855498108,1,2.5,1,2.5,16
"SSP2_4_5",0.0407248954227529,1,2.5,1,2.5,16
"SSP3_7_0",0.0399914769358363,1,2.5,1,2.5,16
"SSP5_8_5",0.0394474059749965,1,2.5,1,2.5,16
"SSP1_1_9",0.0154098796759254,1,2.35,1,2.2,16
"SSP1_2_6",0.0178162662443746,1,2.35,1,2.2,16
"SSP2_4_5",0.0565179080732663,1,2.35,1,2.2,16
"SSP3_7_0",0.0524505835958763,1,2.35,1,2.2,16
"SSP5_8_5",0.0510642493750807,1,2.35,1,2.2,16
"SSP1_1_9",0.013431550339847,1,2.2,1,2.5,16
"SSP1_2_6",0.0135240520461746,1,2.2,1,2.5,16
"SSP2_4_5",0.0518567288457669,1,2.2,1,2.5,16
"SSP3_7_0",0.0494218499642026,1,2.2,1,2.5,16
"SSP5_8_5",0.0479618549729025,1,2.2,1,2.5,16
"SSP1_1_9",0.0187526373583014,1.3,2.5,1,2.5,16
"SSP1_2_6",0.0160761125836549,1.3,2.5,1,2.5,16
"SSP2_4_5",0.0456295232301084,1.3,2.5,1,2.5,16
"SSP3_7_0",0.0481863551966777,1.3,2.5,1,2.5,16
"SSP5_8_5",0.0473545076313977,1.3,2.5,1,2.5,16
"SSP1_1_9",0.0224395490747123,1.15,2.5,1.15,2.5,16
"SSP1_2_6",0.0174583254952457,1.15,2.5,1.15,2.5,16
"SSP2_4_5",0.0491613571306338,1.15,2.5,1.15,2.5,16
"SSP3_7_0",0.0478036244931515,1.15,2.5,1.15,2.5,16
"SSP5_8_5",0.0472623784881536,1.15,2.5,1.15,2.5,16
"SSP1_1_9",0.0232897174319767,1,2.5,1,2.5,16
"SSP1_2_6",0.019143332104545,1,2.5,1,2.5,16
"SSP2_4_5",0.0545185279093141,1,2.5,1,2.5,16
"SSP3_7_0",0.0565706142995372,1,2.5,1,2.5,16
"SSP5_8_5",0.0554844955692451,1,2.5,1,2.5,16
"SSP1_1_9",0.0136524722593521,1,2.5,1,2.5,16
"SSP1_2_6",0.0161172691691208,1,2.5,1,2.5,16
"SSP2_4_5",0.0495776227695166,1,2.5,1,2.5,16
"SSP3_7_0",0.0475697489120692,1,2.5,1,2.5,16
"SSP5_8_5",0.04654412996662,1,2.5,1,2.5,16
"SSP1_1_9",0.0129691774339558,1,2.5,1,2.5,16
"SSP1_2_6",0.0146539031548025,1,2.5,1,2.5,16
"SSP2_4_5",0.0497926825207366,1,2.5,1,2.5,16
"SSP3_7_0",0.0484982741867323,1,2.5,1,2.5,16
"SSP5_8_5",0.0467252990254211,1,2.5,1,2.5,16
"SSP1_1_9",0.0132558751361248,1,2.2,1,2.35,16
"SSP1_2_6",0.0144946038286704,1,2.2,1,2.35,16
"SSP2_4_5",0.0513933157042776,1,2.2,1,2.35,16
"SSP3_7_0",0.0475397585524895,1,2.2,1,2.35,16
"SSP5_8_5",0.0471650406619235,1,2.2,1,2.35,16
"SSP1_1_9",0.0245259139445753,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0188347524334051,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0542418737138505,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0519686314670611,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0506856528627879,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0186938706451349,1,2.5,1,2.35,16
"SSP1_2_6",0.0178205724475065,1,2.5,1,2.35,16
"SSP2_4_5",0.0581491818390817,1,2.5,1,2.35,16
"SSP3_7_0",0.0541266155737961,1,2.5,1,2.35,16
"SSP5_8_5",0.0521024905725857,1,2.5,1,2.35,16
"SSP1_1_9",0.0191568672520069,1.3,2.5,1,2.35,16
"SSP1_2_6",0.0145084074400892,1.3,2.5,1,2.35,16
"SSP2_4_5",0.0446831702818777,1.3,2.5,1,2.35,16
"SSP3_7_0",0.0438953478514882,1.3,2.5,1,2.35,16
"SSP5_8_5",0.0440271193509025,1.3,2.5,1,2.35,16
"SSP1_1_9",0.0174411931661825,1,2.35,1,2.5,16
"SSP1_2_6",0.0155520424821124,1,2.35,1,2.5,16
"SSP2_4_5",0.0537358394564635,1,2.35,1,2.5,16
"SSP3_7_0",0.049537467851735,1,2.35,1,2.5,16
"SSP5_8_5",0.0486344483716505,1,2.35,1,2.5,16
"SSP1_1_9",0.0172076517547304,1,2.5,1,2.5,16
"SSP1_2_6",0.01379711381365,1,2.5,1,2.5,16
"SSP2_4_5",0.0499580274728063,1,2.5,1,2.5,16
"SSP3_7_0",0.0460675829852312,1,2.5,1,2.5,16
"SSP5_8_5",0.0453837966844727,1,2.5,1,2.5,16
"SSP1_1_9",0.0186899665830955,1,2.5,1,2.35,16
"SSP1_2_6",0.0175570572036089,1,2.5,1,2.35,16
"SSP2_4_5",0.0586531854246798,1,2.5,1,2.35,16
"SSP3_7_0",0.0546957147350322,1,2.5,1,2.35,16
"SSP5_8_5",0.0530153950318627,1,2.5,1,2.35,16
"SSP1_1_9",0.0160848998343994,1,2.5,1,2.5,16
"SSP1_2_6",0.0139344176928107,1,2.5,1,2.5,16
"SSP2_4_5",0.0330358011860988,1,2.5,1,2.5,16
"SSP3_7_0",0.0424573484483718,1,2.5,1,2.5,16
"SSP5_8_5",0.0409817933775746,1,2.5,1,2.5,16
"SSP1_1_9",0.0229277919548271,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0201974439327414,1,2.5,1.15,2.5,16
"SSP2_4_5",0.0610390794550865,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0557631640312774,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0561754729212855,1,2.5,1.15,2.5,16
"SSP1_1_9",0.0213850588281701,1,2.5,1,2.5,16
"SSP1_2_6",0.0175340115813604,1,2.5,1,2.5,16
"SSP2_4_5",0.05048718013659,1,2.5,1,2.5,16
"SSP3_7_0",0.04795892966793,1,2.5,1,2.5,16
"SSP5_8_5",0.0479014628807312,1,2.5,1,2.5,16
"SSP1_1_9",0.0198358564055922,1,2.35,1,2.35,16
"SSP1_2_6",0.0149246110165672,1,2.35,1,2.35,16
"SSP2_4_5",0.0520267274825717,1,2.35,1,2.35,16
"SSP3_7_0",0.0484249667497332,1,2.35,1,2.35,16
"SSP5_8_5",0.0482551969566034,1,2.35,1,2.35,16
"SSP1_1_9",0.02537534714362,1,2.5,1,2.5,16
"SSP1_2_6",0.0199853679249208,1,2.5,1,2.5,16
"SSP2_4_5",0.0467967963295735,1,2.5,1,2.5,16
"SSP3_7_0",0.050304582275724,1,2.5,1,2.5,16
"SSP5_8_5",0.0500431776255058,1,2.5,1,2.5,16
"SSP1_1_9",0.0148147230715235,1,2.5,1,2.5,16
"SSP1_2_6",0.0167759749293315,1,2.5,1,2.5,16
"SSP2_4_5",0.0455533465142119,1,2.5,1,2.5,16
"SSP3_7_0",0.0435788701521225,1,2.5,1,2.5,16
"SSP5_8_5",0.0431795900386842,1,2.5,1,2.5,16
"SSP1_1_9",0.0149749979219436,1,2.35,1,2.5,16
"SSP1_2_6",0.0145207219770709,1,2.35,1,2.5,16
"SSP2_4_5",0.0488455727340366,1,2.35,1,2.5,16
"SSP3_7_0",0.0461175957050059,1,2.35,1,2.5,16
"SSP5_8_5",0.0458724401535736,1,2.35,1,2.5,16
"SSP1_1_9",0.0110469806996629,1,2.5,1,2.5,16
"SSP1_2_6",0.0117593886629585,1,2.5,1,2.5,16
"SSP2_4_5",0.0410128065875713,1,2.5,1,2.5,16
"SSP3_7_0",0.0393397793966553,1,2.5,1,2.5,16
"SSP5_8_5",0.0377829164294804,1,2.5,1,2.5,16
"SSP1_1_9",0.0140840793140391,1,2.5,1,2.35,16
"SSP1_2_6",0.0138175087426503,1,2.5,1,2.35,16
"SSP2_4_5",0.0422826581401072,1,2.5,1,2.35,16
"SSP3_7_0",0.0373506851833655,1,2.5,1,2.35,16
"SSP5_8_5",0.0378419799651413,1,2.5,1,2.35,16
"SSP1_1_9",0.0183633423155934,1,2.5,1,2.5,16
"SSP1_2_6",0.018558916880537,1,2.5,1,2.5,16
"SSP2_4_5",0.0591170268576761,1,2.5,1,2.5,16
"SSP3_7_0",0.0556701822847819,1,2.5,1,2.5,16
"SSP5_8_5",0.0553750621218652,1,2.5,1,2.5,16
"SSP1_1_9",0.0160648059356291,1,2.5,1,2.5,16
"SSP1_2_6",0.0130651569474838,1,2.5,1,2.5,16
"SSP2_4_5",0.0475949788547268,1,2.5,1,2.5,16
"SSP3_7_0",0.0438999592795689,1,2.5,1,2.5,16
"SSP5_8_5",0.0436000477679175,1,2.5,1,2.5,16
"SSP1_1_9",0.0208016777167768,1,2.5,1,2.5,16
"SSP1_2_6",0.0205299434573586,1,2.5,1,2.5,16
"SSP2_4_5",0.0649339407925037,1,2.5,1,2.5,16
"SSP3_7_0",0.063400416295493,1,2.5,1,2.5,16
"SSP5_8_5",0.0617008720033834,1,2.5,1,2.5,16
"SSP1_1_9",0.0168641904553858,1,2.35,1,2.5,16
"SSP1_2_6",0.0177952799581055,1,2.35,1,2.5,16
"SSP2_4_5",0.057431568673551,1,2.35,1,2.5,16
"SSP3_7_0",0.0538899828573521,1,2.35,1,2.5,16
"SSP5_8_5",0.0531001298812748,1,2.35,1,2.5,16
"SSP1_1_9",0.0151938819664959,1,2.5,1.3,2.5,16
"SSP1_2_6",0.0156948369878152,1,2.5,1.3,2.5,16
"SSP2_4_5",0.0522680916239348,1,2.5,1.3,2.5,16
"SSP3_7_0",0.0501792977814396,1,2.5,1.3,2.5,16
"SSP5_8_5",0.0480983445645602,1,2.5,1.3,2.5,16
"SSP1_1_9",0.0171037779932922,1,2.35,1,2.5,16
"SSP1_2_6",0.0138450195263527,1,2.35,1,2.5,16
"SSP2_4_5",0.0491381917397703,1,2.35,1,2.5,16
"SSP3_7_0",0.0439795208134981,1,2.35,1,2.5,16
"SSP5_8_5",0.0434076454462572,1,2.35,1,2.5,16
"SSP1_1_9",0.0203317241195984,1.15,2.35,1,2.5,16
"SSP1_2_6",0.0156401830204936,1.15,2.35,1,2.5,16
"SSP2_4_5",0.0550270602747212,1.15,2.35,1,2.5,16
"SSP3_7_0",0.0517760852501706,1.15,2.35,1,2.5,16
"SSP5_8_5",0.0517692766554818,1.15,2.35,1,2.5,16
"SSP1_1_9",0.0150600269584079,1,2.5,1.15,2.35,16
"SSP1_2_6",0.0166041663865842,1,2.5,1.15,2.35,16
"SSP2_4_5",0.0549053677719941,1,2.5,1.15,2.35,16
"SSP3_7_0",0.0507086751825841,1,2.5,1.15,2.35,16
"SSP5_8_5",0.0501100030490652,1,2.5,1.15,2.35,16
"SSP1_1_9",0.0203108968046894,1.15,2.5,1.15,2.5,16
"SSP1_2_6",0.0151316463032979,1.15,2.5,1.15,2.5,16
"SSP2_4_5",0.052728342689008,1.15,2.5,1.15,2.5,16
"SSP3_7_0",0.0478042787427337,1.15,2.5,1.15,2.5,16
"SSP5_8_5",0.0475636790495195,1.15,2.5,1.15,2.5,16
"SSP1_1_9",0.0231046717323579,1,2.5,1,2.5,16
"SSP1_2_6",0.0197824663884392,1,2.5,1,2.5,16
"SSP2_4_5",0.0614742397333973,1,2.5,1,2.5,16
"SSP3_7_0",0.0579639376116854,1,2.5,1,2.5,16
"SSP5_8_5",0.0571383789071748,1,2.5,1,2.5,16
"SSP1_1_9",0.014969572156974,1,2.35,1,2.5,16
"SSP1_2_6",0.0118711125471453,1,2.35,1,2.5,16
"SSP2_4_5",0.0425071649944843,1,2.35,1,2.5,16
"SSP3_7_0",0.0423948569387991,1,2.35,1,2.5,16
"SSP5_8_5",0.041223681573875,1,2.35,1,2.5,16
"SSP1_1_9",0.0191451407665489,1,2.5,1,2.5,16
"SSP1_2_6",0.0182604416418631,1,2.5,1,2.5,16
"SSP2_4_5",0.0564315387482971,1,2.5,1,2.5,16
"SSP3_7_0",0.0532604781051858,1,2.5,1,2.5,16
"SSP5_8_5",0.0534225595868769,1,2.5,1,2.5,16
"SSP1_1_9",0.0127334008020166,1,2.5,1,2.5,16
"SSP1_2_6",0.010369830821782,1,2.5,1,2.5,16
"SSP2_4_5",0.0422108491380902,1,2.5,1,2.5,16
"SSP3_7_0",0.0412251391156481,1,2.5,1,2.5,16
"SSP5_8_5",0.0400599809683639,1,2.5,1,2.5,16
"SSP1_1_9",0.0231338917979295,1.3,2.5,1.15,2.5,16
"SSP1_2_6",0.0158733891595521,1.3,2.5,1.15,2.5,16
"SSP2_4_5",0.0443241836925832,1.3,2.5,1.15,2.5,16
"SSP3_7_0",0.0434355345542047,1.3,2.5,1.15,2.5,16
"SSP5_8_5",0.0433836995741511,1.3,2.5,1.15,2.5,16
"SSP1_1_9",0.0119812758112993,1,2.5,1,2.5,16
"SSP1_2_6",0.0136330842176585,1,2.5,1,2.5,16
"SSP2_4_5",0.045184032104534,1,2.5,1,2.5,16
"SSP3_7_0",0.0449455925528795,1,2.5,1,2.5,16
"SSP5_8_5",0.0432729181399217,1,2.5,1,2.5,16
"SSP1_1_9",0.0171347536082466,1,2.5,1,2.5,16
"SSP1_2_6",0.0165269879081394,1,2.5,1,2.5,16
"SSP2_4_5",0.0510495505282667,1,2.5,1,2.5,16
"SSP3_7_0",0.050681474605958,1,2.5,1,2.5,16
"SSP5_8_5",0.0508535110337684,1,2.5,1,2.5,16
"SSP1_1_9",0.0176765520731029,1,2.35,1,2.5,16
"SSP1_2_6",0.0172609279675357,1,2.35,1,2.5,16
"SSP2_4_5",0.0545003841467687,1,2.35,1,2.5,16
"SSP3_7_0",0.0509642211844284,1,2.35,1,2.5,16
"SSP5_8_5",0.0510853560134786,1,2.35,1,2.5,16
"SSP1_1_9",0.0199488691523153,1,2.5,1,2.5,16
"SSP1_2_6",0.0213503244139759,1,2.5,1,2.5,16
"SSP2_4_5",0.0601479426883461,1,2.5,1,2.5,16
"SSP3_7_0",0.0580563633350893,1,2.5,1,2.5,16
"SSP5_8_5",0.059383581005596,1,2.5,1,2.5,16
"SSP1_1_9",0.0128821920113737,1,2.5,1,2.35,16
"SSP1_2_6",0.0136253400513167,1,2.5,1,2.35,16
"SSP2_4_5",0.0441212699887965,1,2.5,1,2.35,16
"SSP3_7_0",0.0425846314521833,1,2.5,1,2.35,16
"SSP5_8_5",0.0415433257356823,1,2.5,1,2.35,16
"SSP1_1_9",0.018458706943813,1,2.35,1,2.5,16
"SSP1_2_6",0.0145549268608477,1,2.35,1,2.5,16
"SSP2_4_5",0.041436121160678,1,2.35,1,2.5,16
"SSP3_7_0",0.0408766530084383,1,2.35,1,2.5,16
"SSP5_8_5",0.0403086162515067,1,2.35,1,2.5,16
"SSP1_1_9",0.0223547084671021,1,2.5,1.15,2.35,16
"SSP1_2_6",0.0215360063336559,1,2.5,1.15,2.35,16
"SSP2_4_5",0.0698506567163965,1,2.5,1.15,2.35,16
"SSP3_7_0",0.0637256928106569,1,2.5,1.15,2.35,16
"SSP5_8_5",0.0624980081710208,1,2.5,1.15,2.35,16
"SSP1_1_9",0.014608288266601,1,2.5,1,2.5,16
"SSP1_2_6",0.0185387086093915,1,2.5,1,2.5,16
"SSP2_4_5",0.0570748177481332,1,2.5,1,2.5,16
"SSP3_7_0",0.0521933356038319,1,2.5,1,2.5,16
"SSP5_8_5",0.0507136929756231,1,2.5,1,2.5,16
"SSP1_1_9",0.0228569488417773,1,2.5,1,2.5,16
"SSP1_2_6",0.0230569181147964,1,2.5,1,2.5,16
"SSP2_4_5",0.0689782109389084,1,2.5,1,2.5,16
"SSP3_7_0",0.0628427234723944,1,2.5,1,2.5,16
"SSP5_8_5",0.0614163903033536,1,2.5,1,2.5,16
"SSP1_1_9",0.0189148102663345,1,2.5,1.15,2.2,16
"SSP1_2_6",0.0220189965618611,1,2.5,1.15,2.2,16
"SSP2_4_5",0.0670836488934928,1,2.5,1.15,2.2,16
"SSP3_7_0",0.0624276936618668,1,2.5,1.15,2.2,16
"SSP5_8_5",0.0602465111710912,1,2.5,1.15,2.2,16
"SSP1_1_9",0.0168432475404065,1,2.5,1.3,2.5,16
"SSP1_2_6",0.0182926490587558,1,2.5,1.3,2.5,16
"SSP2_4_5",0.0539605725293565,1,2.5,1.3,2.5,16
"SSP3_7_0",0.0507512191769139,1,2.5,1.3,2.5,16
"SSP5_8_5",0.0514471662510607,1,2.5,1.3,2.5,16
"SSP1_1_9",0.0225782996499354,1,2.5,1,2.5,16
"SSP1_2_6",0.0211157130775843,1,2.5,1,2.5,16
"SSP2_4_5",0.0656247077798425,1,2.5,1,2.5,16
"SSP3_7_0",0.0616603094308672,1,2.5,1,2.5,16
"SSP5_8_5",0.0599438894944185,1,2.5,1,2.5,16
"SSP1_1_9",0.0201401730690402,1,2.5,1.15,2.5,16
"SSP1_2_6",0.0179879988116585,1,2.5,1.15,2.5,16
"SSP2_4_5",0.056664692996311,1,2.5,1.15,2.5,16
"SSP3_7_0",0.0505396848179087,1,2.5,1.15,2.5,16
"SSP5_8_5",0.0512443239630039,1,2.5,1.15,2.5,16
"SSP1_1_9",0.016955282173004,1,2.35,1,2.5,16
"SSP1_2_6",0.0148690019251473,1,2.35,1,2.5,16
"SSP2_4_5",0.0512197667266616,1,2.35,1,2.5,16
"SSP3_7_0",0.0484896612746431,1,2.35,1,2.5,16
"SSP5_8_5",0.0492861294028113,1,2.35,1,2.5,16
"SSP1_1_9",0.0178028851486655,1,2.5,1.3,2.5,16
