"delta_t_crit_r_test","delta_t_crit_K_test","sigmoid_bool_r_test","sigmoid_bool_K_test","DEP_EFFECT_test","scen_test","delta_t_crit_r","delta_t_crit_K","sigmoid_bool_r","sigmoid_bool_K","DEP_EFFECT","scen","max_value","r_EVPI","stationary_test"
2.35,2.05,TRUE,TRUE,1,"SSP1_1_9",2.35,2.05,TRUE,TRUE,1,"SSP1_1_9",39.5476956671803,-2.51534207817238e-15,2
2.35,2.05,TRUE,TRUE,1,"SSP1_2_6",2.35,2.05,TRUE,TRUE,1,"SSP1_2_6",38.7618995443959,0.0176363203464711,3
2.35,2.05,TRUE,TRUE,1,"SSP2_4_5",2.35,2.05,TRUE,TRUE,1,"SSP2_4_5",37.8257748263209,0.0215547760976058,4
2.35,2.05,TRUE,TRUE,1,"SSP3_7_0",2.35,2.05,TRUE,TRUE,1,"SSP3_7_0",35.4958542918349,0.0864744168365818,4
2.35,2.05,TRUE,TRUE,1,"SSP5_8_5",2.35,2.05,TRUE,TRUE,1,"SSP5_8_5",32.1595253917802,0.164266346629821,4
2.35,2.2,TRUE,TRUE,1,"SSP1_1_9",2.35,2.2,TRUE,TRUE,1,"SSP1_1_9",40.0629031137789,-2.48299487243602e-15,2
2.35,2.2,TRUE,TRUE,1,"SSP1_2_6",2.35,2.2,TRUE,TRUE,1,"SSP1_2_6",39.1925461603285,0.00551497964074825,2
2.35,2.2,TRUE,TRUE,1,"SSP2_4_5",2.35,2.2,TRUE,TRUE,1,"SSP2_4_5",38.4745248927128,0.0216754035199783,4
2.35,2.2,TRUE,TRUE,1,"SSP3_7_0",2.35,2.2,TRUE,TRUE,1,"SSP3_7_0",36.4015811370971,0.0591464309284257,4
2.35,2.2,TRUE,TRUE,1,"SSP5_8_5",2.35,2.2,TRUE,TRUE,1,"SSP5_8_5",33.8334715221792,0.0815455505009111,4
2.35,2.35,TRUE,TRUE,1,"SSP1_1_9",2.35,2.35,TRUE,TRUE,1,"SSP1_1_9",40.298033802258,0,2
2.35,2.35,TRUE,TRUE,1,"SSP1_2_6",2.35,2.35,TRUE,TRUE,1,"SSP1_2_6",39.6915779227073,0.000160926790621458,2
2.35,2.35,TRUE,TRUE,1,"SSP2_4_5",2.35,2.35,TRUE,TRUE,1,"SSP2_4_5",38.8560897944134,0.0270792100175526,4
2.35,2.35,TRUE,TRUE,1,"SSP3_7_0",2.35,2.35,TRUE,TRUE,1,"SSP3_7_0",37.1570077805254,0.0410982230246045,4
2.35,2.35,TRUE,TRUE,1,"SSP5_8_5",2.35,2.35,TRUE,TRUE,1,"SSP5_8_5",35.2249175433548,0.0605948772070742,4
2.35,2.5,TRUE,TRUE,1,"SSP1_1_9",2.35,2.5,TRUE,TRUE,1,"SSP1_1_9",40.4012965276646,-2.46219778957584e-15,2
2.35,2.5,TRUE,TRUE,1,"SSP1_2_6",2.35,2.5,TRUE,TRUE,1,"SSP1_2_6",40.0128313648613,3.85199139681915e-05,2
2.35,2.5,TRUE,TRUE,1,"SSP2_4_5",2.35,2.5,TRUE,TRUE,1,"SSP2_4_5",39.1412625245604,0.0194123185719936,4
2.35,2.5,TRUE,TRUE,1,"SSP3_7_0",2.35,2.5,TRUE,TRUE,1,"SSP3_7_0",37.8446938885035,0.029334832603319,4
2.35,2.5,TRUE,TRUE,1,"SSP5_8_5",2.35,2.5,TRUE,TRUE,1,"SSP5_8_5",36.3747753702679,0.0420687078181105,4
2.5,1,TRUE,TRUE,1,"SSP1_1_9",2.5,1,TRUE,TRUE,1,"SSP1_1_9",36.5948037459589,0.000535151086300279,3
2.5,1,TRUE,TRUE,1,"SSP1_2_6",2.5,1,TRUE,TRUE,1,"SSP1_2_6",33.4623457346053,0.0415220179118291,4
2.5,1,TRUE,TRUE,1,"SSP2_4_5",2.5,1,TRUE,TRUE,1,"SSP2_4_5",31.3036084319923,0.0996988288043753,3
2.5,1,TRUE,TRUE,1,"SSP3_7_0",2.5,1,TRUE,TRUE,1,"SSP3_7_0",25.9980109039918,0.112408614026613,4
2.5,1,TRUE,TRUE,1,"SSP5_8_5",2.5,1,TRUE,TRUE,1,"SSP5_8_5",22.6548983945026,0.110059933295646,4
2.5,1.15,TRUE,TRUE,1,"SSP1_1_9",2.5,1.15,TRUE,TRUE,1,"SSP1_1_9",37.30448997452,0.000519286917680339,3
2.5,1.15,TRUE,TRUE,1,"SSP1_2_6",2.5,1.15,TRUE,TRUE,1,"SSP1_2_6",35.4241450405726,0.000535604600222926,4
2.5,1.15,TRUE,TRUE,1,"SSP2_4_5",2.5,1.15,TRUE,TRUE,1,"SSP2_4_5",32.6728728054116,0.114184602936286,3
2.5,1.15,TRUE,TRUE,1,"SSP3_7_0",2.5,1.15,TRUE,TRUE,1,"SSP3_7_0",27.4163621759916,0.12331673856144,4
2.5,1.15,TRUE,TRUE,1,"SSP5_8_5",2.5,1.15,TRUE,TRUE,1,"SSP5_8_5",23.9098477011877,0.121622662571521,4
2.5,1.3,TRUE,TRUE,1,"SSP1_1_9",2.5,1.3,TRUE,TRUE,1,"SSP1_1_9",37.662350925875,0.00178980231246515,3
2.5,1.3,TRUE,TRUE,1,"SSP1_2_6",2.5,1.3,TRUE,TRUE,1,"SSP1_2_6",36.9365512025131,0.00178028909213181,4
2.5,1.3,TRUE,TRUE,1,"SSP2_4_5",2.5,1.3,TRUE,TRUE,1,"SSP2_4_5",33.6593334838576,0.128516389639892,3
2.5,1.3,TRUE,TRUE,1,"SSP3_7_0",2.5,1.3,TRUE,TRUE,1,"SSP3_7_0",28.7944005133962,0.132658589413757,4
2.5,1.3,TRUE,TRUE,1,"SSP5_8_5",2.5,1.3,TRUE,TRUE,1,"SSP5_8_5",25.0974471201276,0.131927779731223,4
2.5,1.45,TRUE,TRUE,1,"SSP1_1_9",2.5,1.45,TRUE,TRUE,1,"SSP1_1_9",37.9052002751467,0.00427146313009609,3
2.5,1.45,TRUE,TRUE,1,"SSP1_2_6",2.5,1.45,TRUE,TRUE,1,"SSP1_2_6",37.584914968064,0.00425562527325411,4
2.5,1.45,TRUE,TRUE,1,"SSP2_4_5",2.5,1.45,TRUE,TRUE,1,"SSP2_4_5",34.46091392527,0.143417782464293,3
2.5,1.45,TRUE,TRUE,1,"SSP3_7_0",2.5,1.45,TRUE,TRUE,1,"SSP3_7_0",30.1559157336482,0.142479996458423,4
2.5,1.45,TRUE,TRUE,1,"SSP5_8_5",2.5,1.45,TRUE,TRUE,1,"SSP5_8_5",26.2753084749487,0.142386813660132,4
2.5,1.6,TRUE,TRUE,1,"SSP1_1_9",2.5,1.6,TRUE,TRUE,1,"SSP1_1_9",38.0490355811288,0.00594422127730284,3
2.5,1.6,TRUE,TRUE,1,"SSP1_2_6",2.5,1.6,TRUE,TRUE,1,"SSP1_2_6",37.8866440865505,0.0059467257966423,4
2.5,1.6,TRUE,TRUE,1,"SSP2_4_5",2.5,1.6,TRUE,TRUE,1,"SSP2_4_5",35.1338477528159,0.0964717622659917,4
2.5,1.6,TRUE,TRUE,1,"SSP3_7_0",2.5,1.6,TRUE,TRUE,1,"SSP3_7_0",31.4348290930842,0.156332789814921,4
2.5,1.6,TRUE,TRUE,1,"SSP5_8_5",2.5,1.6,TRUE,TRUE,1,"SSP5_8_5",27.3786659325365,0.150436594353804,4
2.5,1.75,TRUE,TRUE,1,"SSP1_1_9",2.5,1.75,TRUE,TRUE,1,"SSP1_1_9",38.2906332103217,0.0156302718194033,4
2.5,1.75,TRUE,TRUE,1,"SSP1_2_6",2.5,1.75,TRUE,TRUE,1,"SSP1_2_6",38.1841371816854,0.0107543790488126,4
2.5,1.75,TRUE,TRUE,1,"SSP2_4_5",2.5,1.75,TRUE,TRUE,1,"SSP2_4_5",35.9144115694512,0.0556848822995196,4
2.5,1.75,TRUE,TRUE,1,"SSP3_7_0",2.5,1.75,TRUE,TRUE,1,"SSP3_7_0",32.764870530007,0.165753190916898,3
2.5,1.75,TRUE,TRUE,1,"SSP5_8_5",2.5,1.75,TRUE,TRUE,1,"SSP5_8_5",28.5522004054958,0.158800695964643,4
2.5,1.9,TRUE,TRUE,1,"SSP1_1_9",2.5,1.9,TRUE,TRUE,1,"SSP1_1_9",38.7811979674968,0.00893450743333153,2
2.5,1.9,TRUE,TRUE,1,"SSP1_2_6",2.5,1.9,TRUE,TRUE,1,"SSP1_2_6",38.4715413566098,0.0162950007677634,4
2.5,1.9,TRUE,TRUE,1,"SSP2_4_5",2.5,1.9,TRUE,TRUE,1,"SSP2_4_5",36.7352765314403,0.0278280464968048,4
2.5,1.9,TRUE,TRUE,1,"SSP3_7_0",2.5,1.9,TRUE,TRUE,1,"SSP3_7_0",34.068619141629,0.129590867750782,4
2.5,1.9,TRUE,TRUE,1,"SSP5_8_5",2.5,1.9,TRUE,TRUE,1,"SSP5_8_5",29.8087292886216,0.166327007750432,4
2.5,2.05,TRUE,TRUE,1,"SSP1_1_9",2.5,2.05,TRUE,TRUE,1,"SSP1_1_9",39.5803269988261,0,2
2.5,2.05,TRUE,TRUE,1,"SSP1_2_6",2.5,2.05,TRUE,TRUE,1,"SSP1_2_6",38.7614245201955,0.0229684169709176,3
2.5,2.05,TRUE,TRUE,1,"SSP2_4_5",2.5,2.05,TRUE,TRUE,1,"SSP2_4_5",37.6960395360505,0.0218875159232137,4
2.5,2.05,TRUE,TRUE,1,"SSP3_7_0",2.5,2.05,TRUE,TRUE,1,"SSP3_7_0",35.2472021914455,0.107063798382389,4
2.5,2.05,TRUE,TRUE,1,"SSP5_8_5",2.5,2.05,TRUE,TRUE,1,"SSP5_8_5",31.4049106207333,0.179415130443576,4
2.5,2.2,TRUE,TRUE,1,"SSP1_1_9",2.5,2.2,TRUE,TRUE,1,"SSP1_1_9",40.1118329838582,0,2
2.5,2.2,TRUE,TRUE,1,"SSP1_2_6",2.5,2.2,TRUE,TRUE,1,"SSP1_2_6",39.1899740479844,0.00493699084243595,2
2.5,2.2,TRUE,TRUE,1,"SSP2_4_5",2.5,2.2,TRUE,TRUE,1,"SSP2_4_5",38.4606321354402,0.0269928096823444,4
2.5,2.2,TRUE,TRUE,1,"SSP3_7_0",2.5,2.2,TRUE,TRUE,1,"SSP3_7_0",36.2330134752805,0.0771166867995506,4
2.5,2.2,TRUE,TRUE,1,"SSP5_8_5",2.5,2.2,TRUE,TRUE,1,"SSP5_8_5",33.0569016700528,0.0960408719713456,4
2.5,2.35,TRUE,TRUE,1,"SSP1_1_9",2.5,2.35,TRUE,TRUE,1,"SSP1_1_9",40.3452901377466,-2.46561575506791e-15,2
2.5,2.35,TRUE,TRUE,1,"SSP1_2_6",2.5,2.35,TRUE,TRUE,1,"SSP1_2_6",39.7840495082095,0,2
2.5,2.35,TRUE,TRUE,1,"SSP2_4_5",2.5,2.35,TRUE,TRUE,1,"SSP2_4_5",38.8782282878023,0.0317211990337026,3
2.5,2.35,TRUE,TRUE,1,"SSP3_7_0",2.5,2.35,TRUE,TRUE,1,"SSP3_7_0",36.9857175531668,0.0520468993375168,4
2.5,2.35,TRUE,TRUE,1,"SSP5_8_5",2.5,2.35,TRUE,TRUE,1,"SSP5_8_5",34.6065510159287,0.0774052460524436,4
2.5,2.5,TRUE,TRUE,1,"SSP1_1_9",2.5,2.5,TRUE,TRUE,1,"SSP1_1_9",40.4527874083271,0,2
2.5,2.5,TRUE,TRUE,1,"SSP1_2_6",2.5,2.5,TRUE,TRUE,1,"SSP1_2_6",40.1434546249568,0,2
2.5,2.5,TRUE,TRUE,1,"SSP2_4_5",2.5,2.5,TRUE,TRUE,1,"SSP2_4_5",39.1636523412478,0.0311606689515929,4
2.5,2.5,TRUE,TRUE,1,"SSP3_7_0",2.5,2.5,TRUE,TRUE,1,"SSP3_7_0",37.6584399386938,0.033421802923835,4
2.5,2.5,TRUE,TRUE,1,"SSP5_8_5",2.5,2.5,TRUE,TRUE,1,"SSP5_8_5",35.8398296528052,0.0570426025558714,4
